head	relation	tail
2698	relation_100	3078
2698	relation_100	5484
2699	relation_100	5458
2699	relation_100	3129
2699	relation_100	4752
2699	relation_100	4665
2699	relation_100	89
2699	relation_100	218
2699	relation_100	4761
2699	relation_100	3274
2699	relation_100	4759
2699	relation_100	224
2699	relation_100	3133
2699	relation_100	241
2699	relation_100	4756
2699	relation_100	95
2699	relation_100	3131
2699	relation_100	221
2699	relation_100	91
2699	relation_100	93
2699	relation_100	244
2699	relation_100	243
2700	relation_100	3839
2700	relation_100	4487
2700	relation_100	3347
2700	relation_100	3086
2700	relation_100	3697
2700	relation_100	230
2700	relation_100	89
2701	relation_100	3858
2701	relation_100	5001
2701	relation_100	228
2701	relation_100	218
2701	relation_100	3872
2701	relation_100	6155
2701	relation_100	4042
2701	relation_100	4671
2702	relation_100	5458
2702	relation_100	3075
2702	relation_100	4019
2702	relation_100	5470
2702	relation_100	3079
2703	relation_100	4076
2703	relation_100	3846
2703	relation_100	5458
2703	relation_100	4019
2703	relation_100	3604
2704	relation_100	5541
2704	relation_100	5537
2704	relation_100	5542
2704	relation_100	4035
2704	relation_100	218
2704	relation_100	437
2704	relation_100	238
2704	relation_100	3513
2704	relation_100	3273
2704	relation_100	6039
2705	relation_100	4487
2705	relation_100	5759
2705	relation_100	3075
2705	relation_100	3093
2705	relation_100	230
2705	relation_100	4903
2705	relation_100	89
2705	relation_100	436
2706	relation_100	5490
2706	relation_100	218
2706	relation_100	234
2706	relation_100	5953
2706	relation_100	3220
2706	relation_100	5111
2707	relation_100	3301
2707	relation_100	5046
2707	relation_100	4512
2707	relation_100	5522
2707	relation_100	5480
2707	relation_100	5352
2708	relation_100	3494
2708	relation_100	5759
2708	relation_100	690
2708	relation_100	5470
2708	relation_100	5950
2708	relation_100	4226
2708	relation_100	5433
2708	relation_100	6134
2709	relation_100	5229
2709	relation_100	6183
2709	relation_100	3494
2709	relation_100	4354
2709	relation_100	3301
2709	relation_100	5047
2709	relation_100	5046
2709	relation_100	4367
2709	relation_100	5980
2709	relation_100	3839
2709	relation_100	3843
2709	relation_100	4076
2709	relation_100	3846
2709	relation_100	3495
2709	relation_100	4009
2709	relation_100	5458
2709	relation_100	5759
2709	relation_100	5963
2709	relation_100	4609
2709	relation_100	600
2709	relation_100	690
2709	relation_100	777
2709	relation_100	3347
2709	relation_100	5549
2709	relation_100	4251
2709	relation_100	4332
2709	relation_100	6029
2709	relation_100	3858
2709	relation_100	4052
2709	relation_100	5702
2709	relation_100	3086
2709	relation_100	5896
2709	relation_100	4019
2709	relation_100	3738
2709	relation_100	3604
2709	relation_100	3613
2709	relation_100	3809
2709	relation_100	4321
2709	relation_100	4092
2709	relation_100	5195
2709	relation_100	6120
2709	relation_100	4397
2709	relation_100	3037
2709	relation_100	5875
2709	relation_100	3433
2709	relation_100	3256
2709	relation_100	3160
2709	relation_100	6387
2709	relation_100	5029
2709	relation_100	6403
2709	relation_100	5513
2709	relation_100	871
2709	relation_100	4655
2709	relation_100	4740
2709	relation_100	5799
2709	relation_100	4338
2709	relation_100	3696
2709	relation_100	4645
2709	relation_100	3723
2709	relation_100	3051
2709	relation_100	4177
2709	relation_100	4169
2709	relation_100	3644
2709	relation_100	4164
2709	relation_100	4829
2709	relation_100	4240
2709	relation_100	5552
2709	relation_100	3908
2709	relation_100	3536
2709	relation_100	3670
2709	relation_100	5880
2709	relation_100	5436
2709	relation_100	3511
2709	relation_100	3129
2709	relation_100	4608
2709	relation_100	3084
2709	relation_100	3639
2709	relation_100	5753
2709	relation_100	3475
2709	relation_100	3478
2709	relation_100	4232
2709	relation_100	6495
2709	relation_100	4514
2709	relation_100	6484
2709	relation_100	3334
2709	relation_100	5895
2710	relation_100	4494
2710	relation_100	5856
2710	relation_100	4498
2710	relation_100	4490
2710	relation_100	4461
2710	relation_100	4909
2710	relation_100	5953
2710	relation_100	5947
2711	relation_100	6120
2711	relation_100	3718
2711	relation_100	5419
2711	relation_100	5458
2711	relation_100	6400
2711	relation_100	3465
2712	relation_100	3839
2712	relation_100	3347
2712	relation_100	3604
2712	relation_100	5216
2712	relation_100	89
2712	relation_100	218
2712	relation_100	247
2712	relation_100	3724
2713	relation_100	3469
2713	relation_100	4487
2713	relation_100	3086
2713	relation_100	3433
2713	relation_100	5089
2713	relation_100	230
2713	relation_100	89
2714	relation_100	5458
2714	relation_100	3129
2714	relation_100	4665
2714	relation_100	5002
2714	relation_100	3325
2714	relation_100	4761
2714	relation_100	3324
2714	relation_100	4759
2714	relation_100	3132
2714	relation_100	5126
2714	relation_100	3133
2714	relation_100	6392
2714	relation_100	247
2714	relation_100	4754
2714	relation_100	4753
2715	relation_100	5759
2715	relation_100	5963
2715	relation_100	4052
2715	relation_100	4494
2715	relation_100	3308
2716	relation_100	5458
2716	relation_100	3332
2716	relation_100	3334
2716	relation_100	5002
2716	relation_100	5928
2717	relation_100	3839
2717	relation_100	4512
2717	relation_100	5015
2717	relation_100	3912
2717	relation_100	5492
2718	relation_100	4009
2718	relation_100	3330
2718	relation_100	3224
2718	relation_100	3870
2718	relation_100	123
2719	relation_100	4487
2719	relation_100	6397
2719	relation_100	3075
2719	relation_100	3912
2719	relation_100	5431
2719	relation_100	4895
2719	relation_100	3710
2719	relation_100	6535
2720	relation_100	5702
2720	relation_100	3913
2720	relation_100	5542
2720	relation_100	4719
2720	relation_100	5469
2720	relation_100	5705
2720	relation_100	3082
2720	relation_100	4738
2721	relation_100	4487
2721	relation_100	5759
2721	relation_100	3075
2721	relation_100	4494
2721	relation_100	4895
2721	relation_100	4046
2721	relation_100	3074
2722	relation_100	4615
2722	relation_100	5963
2722	relation_100	4092
2722	relation_100	3526
2722	relation_100	4616
2723	relation_100	3495
2723	relation_100	5759
2723	relation_100	690
2723	relation_100	4512
2723	relation_100	5532
2724	relation_100	5046
2724	relation_100	4609
2724	relation_100	4332
2724	relation_100	3078
2724	relation_100	4555
2724	relation_100	4553
2724	relation_100	4517
2725	relation_100	5759
2725	relation_100	3478
2725	relation_100	771
2725	relation_100	4074
2725	relation_100	350
2726	relation_100	4907
2726	relation_100	3727
2726	relation_100	4884
2726	relation_100	5413
2726	relation_100	3683
2726	relation_100	3502
2726	relation_100	240
2727	relation_100	5458
2727	relation_100	4019
2727	relation_100	4183
2727	relation_100	3611
2727	relation_100	228
2727	relation_100	229
2727	relation_100	5435
2727	relation_100	3380
2728	relation_100	5458
2728	relation_100	3604
2728	relation_100	5633
2728	relation_100	218
2728	relation_100	4996
2728	relation_100	3844
2728	relation_100	247
2728	relation_100	4175
2729	relation_100	5047
2729	relation_100	5046
2729	relation_100	5029
2729	relation_100	5084
2729	relation_100	5464
2729	relation_100	5032
2730	relation_100	4354
2730	relation_100	5046
2730	relation_100	5528
2730	relation_100	5494
2730	relation_100	5531
2731	relation_100	4367
2731	relation_100	6317
2731	relation_100	6048
2731	relation_100	5753
2731	relation_100	89
2731	relation_100	3219
2731	relation_100	234
2732	relation_100	5047
2732	relation_100	4332
2732	relation_100	3858
2732	relation_100	3144
2732	relation_100	5880
2732	relation_100	5484
2732	relation_100	5030
2732	relation_100	3862
2732	relation_100	5032
2733	relation_100	3843
2733	relation_100	3604
2733	relation_100	5204
2733	relation_100	6054
2733	relation_100	3850
2733	relation_100	5250
2733	relation_100	5442
2733	relation_100	5475
2734	relation_100	4487
2734	relation_100	5458
2734	relation_100	3347
2734	relation_100	4052
2734	relation_100	227
2735	relation_100	4461
2735	relation_100	3898
2735	relation_100	3894
2735	relation_100	3883
2735	relation_100	5512
2735	relation_100	3897
2736	relation_100	5458
2736	relation_100	4889
2736	relation_100	5470
2736	relation_100	5002
2736	relation_100	3858
2736	relation_100	3859
2737	relation_100	4390
2737	relation_100	6054
2737	relation_100	4058
2737	relation_100	3975
2737	relation_100	3751
2737	relation_100	238
2737	relation_100	3716
2737	relation_100	5116
2738	relation_100	5458
2738	relation_100	5922
2738	relation_100	3038
2738	relation_100	4869
2738	relation_100	5001
2738	relation_100	4997
2738	relation_100	599
2738	relation_100	5465
2739	relation_100	5759
2739	relation_100	4019
2739	relation_100	4907
2739	relation_100	5216
2739	relation_100	3806
2740	relation_100	3912
2740	relation_100	3915
2740	relation_100	5542
2740	relation_100	218
2740	relation_100	238
2740	relation_100	4671
2740	relation_100	6140
2740	relation_100	5087
2741	relation_100	3086
2741	relation_100	5431
2741	relation_100	5068
2741	relation_100	5481
2741	relation_100	5432
2741	relation_100	3518
2741	relation_100	3089
2742	relation_100	3839
2742	relation_100	5963
2742	relation_100	3075
2742	relation_100	5896
2742	relation_100	4019
2742	relation_100	3047
2742	relation_100	3160
2742	relation_100	5948
2742	relation_100	5889
2742	relation_100	5442
2743	relation_100	5963
2743	relation_100	4092
2743	relation_100	4252
2743	relation_100	4617
2743	relation_100	5753
2743	relation_100	5190
2743	relation_100	5421
2743	relation_100	5469
2743	relation_100	89
2743	relation_100	3103
2744	relation_100	4367
2744	relation_100	3858
2744	relation_100	5702
2744	relation_100	3860
2744	relation_100	3059
2744	relation_100	5489
2744	relation_100	3282
2744	relation_100	5092
2745	relation_100	3330
2745	relation_100	5772
2745	relation_100	89
2745	relation_100	5928
2745	relation_100	5055
2745	relation_100	5471
2746	relation_100	3839
2746	relation_100	4397
2746	relation_100	5413
2746	relation_100	5696
2746	relation_100	250
2747	relation_100	5963
2747	relation_100	5753
2747	relation_100	4046
2747	relation_100	6221
2747	relation_100	251
2748	relation_100	3293
2748	relation_100	348
2748	relation_100	5632
2748	relation_100	3751
2748	relation_100	5071
2748	relation_100	687
2748	relation_100	5175
2748	relation_100	598
2748	relation_100	769
2748	relation_100	3067
2748	relation_100	3554
2748	relation_100	5902
2748	relation_100	2977
2748	relation_100	6427
2748	relation_100	6607
2748	relation_100	5126
2748	relation_100	3265
2749	relation_100	3301
2749	relation_100	5431
2749	relation_100	5490
2749	relation_100	6028
2749	relation_100	3654
2750	relation_100	5759
2750	relation_100	5549
2750	relation_100	3083
2750	relation_100	5552
2750	relation_100	218
2751	relation_100	4332
2751	relation_100	3858
2751	relation_100	5880
2751	relation_100	5484
2751	relation_100	3862
2752	relation_100	4487
2752	relation_100	5458
2752	relation_100	4492
2752	relation_100	4019
2752	relation_100	5922
2752	relation_100	4070
2752	relation_100	5409
2753	relation_100	3537
2753	relation_100	5938
2753	relation_100	218
2753	relation_100	3138
2753	relation_100	5480
2753	relation_100	251
2753	relation_100	4671
2754	relation_100	4487
2754	relation_100	5759
2754	relation_100	4494
2754	relation_100	3742
2754	relation_100	5176
2754	relation_100	2981
2755	relation_100	5458
2755	relation_100	4019
2755	relation_100	3438
2755	relation_100	3334
2755	relation_100	2
2755	relation_100	5920
2756	relation_100	5549
2756	relation_100	5552
2756	relation_100	5468
2756	relation_100	218
2756	relation_100	247
2757	relation_100	3075
2757	relation_100	5490
2757	relation_100	3980
2757	relation_100	89
2757	relation_100	5423
2757	relation_100	232
2757	relation_100	5726
2758	relation_100	5759
2758	relation_100	4052
2758	relation_100	5022
2758	relation_100	5537
2758	relation_100	3889
2758	relation_100	232
2759	relation_100	3075
2759	relation_100	6047
2759	relation_100	3453
2759	relation_100	3712
2759	relation_100	3126
2760	relation_100	3846
2760	relation_100	4487
2760	relation_100	3075
2760	relation_100	4492
2760	relation_100	4501
2761	relation_100	5458
2761	relation_100	3604
2761	relation_100	5002
2761	relation_100	5729
2761	relation_100	4359
2762	relation_100	5458
2762	relation_100	3075
2762	relation_100	3083
2762	relation_100	3233
2762	relation_100	3079
2762	relation_100	3817
2762	relation_100	3124
2762	relation_100	6487
2763	relation_100	3839
2763	relation_100	3604
2763	relation_100	3834
2763	relation_100	232
2763	relation_100	233
2764	relation_100	4367
2764	relation_100	5458
2764	relation_100	5702
2764	relation_100	5906
2764	relation_100	4175
2765	relation_100	5458
2765	relation_100	6215
2765	relation_100	3546
2765	relation_100	3038
2765	relation_100	3809
2765	relation_100	4921
2765	relation_100	3044
2765	relation_100	238
2766	relation_100	3465
2766	relation_100	4895
2766	relation_100	3236
2766	relation_100	5753
2766	relation_100	4418
2767	relation_100	3898
2767	relation_100	3894
2767	relation_100	3883
2767	relation_100	5512
2767	relation_100	3897
2768	relation_100	3083
2768	relation_100	5470
2768	relation_100	3074
2768	relation_100	218
2768	relation_100	247
2769	relation_100	3083
2769	relation_100	3038
2769	relation_100	4055
2769	relation_100	3860
2769	relation_100	5489
2770	relation_100	5963
2770	relation_100	5753
2770	relation_100	89
2770	relation_100	234
2770	relation_100	5635
2770	relation_100	3082
2771	relation_100	5549
2771	relation_100	5926
2771	relation_100	5552
2771	relation_100	5927
2771	relation_100	4179
2771	relation_100	5001
2771	relation_100	218
2771	relation_100	4180
2771	relation_100	247
2771	relation_100	4671
2772	relation_100	4487
2772	relation_100	4494
2772	relation_100	3332
2772	relation_100	4057
2772	relation_100	4490
2772	relation_100	3339
2772	relation_100	3333
2773	relation_100	4487
2773	relation_100	5759
2773	relation_100	3987
2773	relation_100	4492
2773	relation_100	4494
2773	relation_100	4019
2773	relation_100	3712
2773	relation_100	5725
2773	relation_100	4020
2773	relation_100	6051
2773	relation_100	89
2773	relation_100	3226
2773	relation_100	232
2773	relation_100	3271
2773	relation_100	5043
2773	relation_100	4670
2773	relation_100	4497
2774	relation_100	4052
2774	relation_100	3379
2774	relation_100	3038
2774	relation_100	5985
2774	relation_100	348
2774	relation_100	4120
2774	relation_100	4663
2774	relation_100	82
2774	relation_100	98
2774	relation_100	4413
2774	relation_100	3919
2774	relation_100	5258
2774	relation_100	772
2774	relation_100	4550
2774	relation_100	435
2774	relation_100	5632
2774	relation_100	4921
2774	relation_100	104
2774	relation_100	3751
2774	relation_100	5071
2774	relation_100	868
2774	relation_100	205
2774	relation_100	687
2774	relation_100	108
2774	relation_100	352
2774	relation_100	101
2774	relation_100	519
2774	relation_100	598
2774	relation_100	83
2774	relation_100	260
2774	relation_100	4415
2774	relation_100	5265
2774	relation_100	769
2774	relation_100	255
2774	relation_100	0
2774	relation_100	85
2774	relation_100	107
2774	relation_100	6535
2774	relation_100	882
2774	relation_100	208
2774	relation_100	5072
2774	relation_100	880
2774	relation_100	877
2774	relation_100	3067
2774	relation_100	3554
2774	relation_100	262
2774	relation_100	5902
2774	relation_100	3165
2774	relation_100	2977
2774	relation_100	6427
2774	relation_100	4941
2774	relation_100	4787
2774	relation_100	6607
2774	relation_100	5126
2775	relation_100	5910
2775	relation_100	5468
2775	relation_100	5484
2775	relation_100	228
2775	relation_100	218
2775	relation_100	6155
2775	relation_100	4042
2775	relation_100	4671
2776	relation_100	5047
2776	relation_100	5046
2776	relation_100	4332
2776	relation_100	3858
2776	relation_100	6007
2776	relation_100	5030
2776	relation_100	5095
2776	relation_100	6001
2776	relation_100	4671
2776	relation_100	6200
2777	relation_100	4052
2777	relation_100	4019
2777	relation_100	3038
2777	relation_100	4895
2777	relation_100	3867
2777	relation_100	3909
2778	relation_100	3075
2778	relation_100	3233
2778	relation_100	5002
2778	relation_100	5194
2778	relation_100	230
2779	relation_100	5759
2779	relation_100	3075
2779	relation_100	5856
2779	relation_100	4349
2779	relation_100	5018
2780	relation_100	4487
2780	relation_100	4494
2780	relation_100	4019
2780	relation_100	3071
2780	relation_100	4490
2780	relation_100	4931
2781	relation_100	3494
2781	relation_100	5458
2781	relation_100	5470
2781	relation_100	5950
2781	relation_100	3146
2781	relation_100	3857
2781	relation_100	5891
2782	relation_100	3839
2782	relation_100	5458
2782	relation_100	4019
2782	relation_100	5431
2782	relation_100	6054
2782	relation_100	230
2782	relation_100	4887
2783	relation_100	5458
2783	relation_100	4019
2783	relation_100	5470
2783	relation_100	4907
2783	relation_100	3438
2783	relation_100	3160
2783	relation_100	4909
2784	relation_100	3839
2784	relation_100	3843
2784	relation_100	3697
2784	relation_100	6301
2784	relation_100	218
2784	relation_100	247
2785	relation_100	3839
2785	relation_100	228
2785	relation_100	437
2785	relation_100	3470
2785	relation_100	4222
2785	relation_100	4418
2786	relation_100	5969
2786	relation_100	218
2786	relation_100	3708
2786	relation_100	5876
2786	relation_100	5699
2786	relation_100	241
2786	relation_100	4671
2786	relation_100	5113
2786	relation_100	4163
2786	relation_100	3048
2787	relation_100	5458
2787	relation_100	4492
2787	relation_100	5204
2787	relation_100	6054
2787	relation_100	3625
2787	relation_100	4206
2787	relation_100	246
2788	relation_100	4487
2788	relation_100	5458
2788	relation_100	5759
2788	relation_100	3347
2788	relation_100	4492
2788	relation_100	4909
2788	relation_100	237
2788	relation_100	6467
2789	relation_100	5458
2789	relation_100	5759
2789	relation_100	5470
2789	relation_100	4921
2789	relation_100	5763
2789	relation_100	4914
2789	relation_100	5857
2789	relation_100	247
2790	relation_100	5759
2790	relation_100	3347
2790	relation_100	5470
2790	relation_100	218
2790	relation_100	238
2790	relation_100	240
2791	relation_100	5047
2791	relation_100	5046
2791	relation_100	4332
2791	relation_100	3858
2791	relation_100	4230
2791	relation_100	5880
2791	relation_100	4506
2791	relation_100	5484
2792	relation_100	5047
2792	relation_100	4332
2792	relation_100	3912
2792	relation_100	5937
2792	relation_100	5521
2792	relation_100	5016
2792	relation_100	218
2792	relation_100	241
2792	relation_100	4671
2793	relation_100	3522
2793	relation_100	3968
2793	relation_100	218
2793	relation_100	247
2793	relation_100	4883
2794	relation_100	4487
2794	relation_100	5458
2794	relation_100	5759
2794	relation_100	3075
2794	relation_100	3083
2794	relation_100	4492
2794	relation_100	4494
2794	relation_100	5232
2794	relation_100	5492
2794	relation_100	5532
2794	relation_100	5910
2794	relation_100	5230
2794	relation_100	3712
2794	relation_100	3126
2794	relation_100	5542
2794	relation_100	3611
2794	relation_100	3650
2794	relation_100	5530
2794	relation_100	3124
2794	relation_100	241
2794	relation_100	4496
2795	relation_100	3839
2795	relation_100	4487
2795	relation_100	3075
2795	relation_100	6029
2795	relation_100	4492
2795	relation_100	4019
2795	relation_100	3817
2796	relation_100	4019
2796	relation_100	3093
2796	relation_100	3224
2796	relation_100	4468
2796	relation_100	6103
2796	relation_100	246
2797	relation_100	4367
2797	relation_100	5549
2797	relation_100	4332
2797	relation_100	5702
2797	relation_100	3912
2797	relation_100	3350
2797	relation_100	3913
2797	relation_100	5423
2798	relation_100	3839
2798	relation_100	5963
2798	relation_100	3144
2798	relation_100	5634
2798	relation_100	5190
2798	relation_100	89
2798	relation_100	3853
2799	relation_100	5046
2799	relation_100	5528
2799	relation_100	4053
2799	relation_100	4179
2799	relation_100	6045
2799	relation_100	5494
2799	relation_100	5031
2800	relation_100	4512
2800	relation_100	4519
2800	relation_100	3038
2800	relation_100	6009
2800	relation_100	5348
2801	relation_100	5251
2801	relation_100	4367
2801	relation_100	4512
2801	relation_100	4513
2801	relation_100	3255
2801	relation_100	4618
2801	relation_100	3067
2802	relation_100	3839
2802	relation_100	4367
2802	relation_100	3912
2802	relation_100	4467
2802	relation_100	237
2803	relation_100	5047
2803	relation_100	5046
2803	relation_100	4332
2803	relation_100	3858
2803	relation_100	5880
2803	relation_100	5484
2803	relation_100	3862
2804	relation_100	3839
2804	relation_100	3083
2804	relation_100	4332
2804	relation_100	3858
2804	relation_100	5880
2804	relation_100	5218
2804	relation_100	5484
2804	relation_100	6185
2805	relation_100	5458
2805	relation_100	4609
2805	relation_100	4645
2805	relation_100	4018
2805	relation_100	4554
2805	relation_100	3312
2805	relation_100	247
2806	relation_100	4367
2806	relation_100	3347
2806	relation_100	5702
2806	relation_100	6286
2806	relation_100	4370
2806	relation_100	6289
2807	relation_100	690
2807	relation_100	4092
2807	relation_100	3526
2807	relation_100	4035
2807	relation_100	3224
2807	relation_100	4074
2808	relation_100	5046
2808	relation_100	4332
2808	relation_100	3144
2808	relation_100	3639
2808	relation_100	6117
2808	relation_100	3640
2808	relation_100	5524
2808	relation_100	6118
2809	relation_100	4487
2809	relation_100	5458
2809	relation_100	3075
2809	relation_100	4492
2809	relation_100	5470
2809	relation_100	3809
2809	relation_100	5002
2809	relation_100	6156
2809	relation_100	238
2809	relation_100	4531
2809	relation_100	4533
2809	relation_100	5462
2809	relation_100	3273
2809	relation_100	3277
2810	relation_100	5549
2810	relation_100	4167
2810	relation_100	5953
2810	relation_100	3220
2810	relation_100	5489
2811	relation_100	4999
2811	relation_100	3347
2811	relation_100	4052
2811	relation_100	218
2811	relation_100	232
2812	relation_100	3839
2812	relation_100	4487
2812	relation_100	3912
2812	relation_100	6400
2812	relation_100	5758
2813	relation_100	4367
2813	relation_100	4512
2813	relation_100	3093
2813	relation_100	4513
2813	relation_100	3255
2813	relation_100	3427
2813	relation_100	89
2813	relation_100	4895
2813	relation_100	4896
2814	relation_100	4367
2814	relation_100	3075
2814	relation_100	5702
2814	relation_100	3077
2814	relation_100	3230
2814	relation_100	6221
2814	relation_100	5489
2815	relation_100	4367
2815	relation_100	3858
2815	relation_100	5702
2815	relation_100	3498
2815	relation_100	5489
2816	relation_100	3522
2816	relation_100	3093
2816	relation_100	218
2816	relation_100	3504
2816	relation_100	241
2816	relation_100	246
2817	relation_100	5046
2817	relation_100	4230
2817	relation_100	6054
2817	relation_100	4232
2817	relation_100	3625
2817	relation_100	4506
2817	relation_100	3983
2817	relation_100	6136
2817	relation_100	6050
2817	relation_100	5442
2818	relation_100	4076
2818	relation_100	3846
2818	relation_100	4019
2818	relation_100	3833
2818	relation_100	5250
2819	relation_100	5458
2819	relation_100	5759
2819	relation_100	6304
2819	relation_100	89
2819	relation_100	4396
2820	relation_100	5458
2820	relation_100	3347
2820	relation_100	4052
2820	relation_100	4019
2820	relation_100	5878
2820	relation_100	5217
2821	relation_100	5458
2821	relation_100	4907
2821	relation_100	5753
2821	relation_100	3520
2821	relation_100	3674
2822	relation_100	5969
2822	relation_100	5458
2822	relation_100	3347
2822	relation_100	232
2822	relation_100	3327
2822	relation_100	233
2822	relation_100	5099
2823	relation_100	5458
2823	relation_100	5759
2823	relation_100	3083
2823	relation_100	4019
2823	relation_100	3093
2823	relation_100	3309
2823	relation_100	3230
2823	relation_100	240
2824	relation_100	6193
2824	relation_100	4487
2824	relation_100	3086
2824	relation_100	4489
2824	relation_100	5062
2824	relation_100	3160
2824	relation_100	5064
2825	relation_100	4019
2825	relation_100	3438
2825	relation_100	3256
2825	relation_100	4909
2825	relation_100	3806
2826	relation_100	3301
2826	relation_100	4487
2826	relation_100	5490
2826	relation_100	6028
2826	relation_100	3654
2827	relation_100	5759
2827	relation_100	3075
2827	relation_100	3083
2827	relation_100	3332
2827	relation_100	3330
2828	relation_100	4487
2828	relation_100	3912
2828	relation_100	5490
2828	relation_100	227
2828	relation_100	3611
2828	relation_100	89
2829	relation_100	5980
2829	relation_100	4487
2829	relation_100	5759
2829	relation_100	4492
2829	relation_100	5767
2830	relation_100	3301
2830	relation_100	3537
2830	relation_100	4018
2830	relation_100	230
2830	relation_100	218
2830	relation_100	350
2830	relation_100	3872
2830	relation_100	5313
2830	relation_100	3881
2830	relation_100	4671
2831	relation_100	5969
2831	relation_100	3472
2831	relation_100	4162
2831	relation_100	6386
2831	relation_100	89
2832	relation_100	5458
2832	relation_100	3659
2832	relation_100	4179
2832	relation_100	5002
2832	relation_100	4241
2833	relation_100	5458
2833	relation_100	4907
2833	relation_100	3038
2833	relation_100	3224
2833	relation_100	3063
2833	relation_100	250
2834	relation_100	3086
2834	relation_100	3912
2834	relation_100	3093
2834	relation_100	4046
2834	relation_100	89
2835	relation_100	4494
2835	relation_100	3697
2835	relation_100	4092
2835	relation_100	5537
2835	relation_100	5895
2836	relation_100	5046
2836	relation_100	5086
2836	relation_100	3030
2836	relation_100	3029
2836	relation_100	4008
2836	relation_100	4842
2837	relation_100	5458
2837	relation_100	5963
2837	relation_100	3093
2837	relation_100	5753
2837	relation_100	773
2837	relation_100	89
2837	relation_100	6467
2837	relation_100	5204
2837	relation_100	246
2838	relation_100	4487
2838	relation_100	5759
2838	relation_100	4494
2838	relation_100	6317
2838	relation_100	4167
2838	relation_100	230
2838	relation_100	4911
2839	relation_100	3604
2839	relation_100	4005
2839	relation_100	3821
2839	relation_100	233
2839	relation_100	5489
2840	relation_100	3839
2840	relation_100	4397
2840	relation_100	5413
2840	relation_100	3741
2840	relation_100	5227
2840	relation_100	246
2841	relation_100	3912
2841	relation_100	3677
2841	relation_100	5528
2841	relation_100	5532
2841	relation_100	5014
2842	relation_100	5980
2842	relation_100	3839
2842	relation_100	4009
2842	relation_100	4615
2842	relation_100	4367
2842	relation_100	5458
2842	relation_100	5759
2842	relation_100	5963
2842	relation_100	5702
2842	relation_100	4019
2842	relation_100	5922
2842	relation_100	3604
2842	relation_100	3988
2842	relation_100	4907
2842	relation_100	3546
2842	relation_100	3809
2842	relation_100	3605
2842	relation_100	6313
2842	relation_100	4092
2842	relation_100	4835
2842	relation_100	4397
2842	relation_100	3256
2842	relation_100	871
2842	relation_100	3499
2842	relation_100	5634
2842	relation_100	5413
2842	relation_100	3644
2842	relation_100	5633
2842	relation_100	3984
2842	relation_100	3084
2842	relation_100	5753
2842	relation_100	4020
2842	relation_100	4018
2842	relation_100	5738
2842	relation_100	2
2842	relation_100	4011
2842	relation_100	4395
2842	relation_100	3870
2842	relation_100	5186
2842	relation_100	3300
2842	relation_100	6510
2842	relation_100	5109
2842	relation_100	6124
2842	relation_100	6135
2842	relation_100	5903
2843	relation_100	3839
2843	relation_100	5458
2843	relation_100	4899
2843	relation_100	3836
2843	relation_100	6054
2844	relation_100	777
2844	relation_100	4228
2844	relation_100	5204
2844	relation_100	5490
2844	relation_100	4230
2844	relation_100	4234
2845	relation_100	5458
2845	relation_100	218
2845	relation_100	5317
2845	relation_100	3270
2845	relation_100	223
2845	relation_100	5719
2846	relation_100	5532
2846	relation_100	3256
2846	relation_100	3152
2846	relation_100	3126
2846	relation_100	6041
2846	relation_100	3155
2846	relation_100	6010
2847	relation_100	3075
2847	relation_100	3912
2847	relation_100	5537
2847	relation_100	3093
2847	relation_100	5953
2847	relation_100	3220
2847	relation_100	240
2848	relation_100	4487
2848	relation_100	4494
2848	relation_100	5495
2848	relation_100	4895
2848	relation_100	102
2849	relation_100	5702
2849	relation_100	3093
2849	relation_100	5753
2849	relation_100	3504
2849	relation_100	246
2850	relation_100	4615
2850	relation_100	3320
2850	relation_100	6032
2850	relation_100	4752
2850	relation_100	4665
2850	relation_100	4761
2850	relation_100	4998
2850	relation_100	4538
2851	relation_100	3839
2851	relation_100	4487
2851	relation_100	5759
2851	relation_100	4512
2851	relation_100	3347
2851	relation_100	4494
2851	relation_100	5492
2851	relation_100	5878
2851	relation_100	4035
2851	relation_100	89
2851	relation_100	232
2852	relation_100	5458
2852	relation_100	4052
2852	relation_100	5922
2852	relation_100	3256
2852	relation_100	5025
2852	relation_100	5002
2852	relation_100	3323
2852	relation_100	3295
2852	relation_100	4322
2852	relation_100	4222
2853	relation_100	3075
2853	relation_100	4492
2853	relation_100	5204
2853	relation_100	4607
2853	relation_100	5541
2853	relation_100	5910
2853	relation_100	3718
2853	relation_100	3137
2853	relation_100	3712
2853	relation_100	6054
2853	relation_100	3975
2853	relation_100	3260
2854	relation_100	6120
2854	relation_100	3545
2854	relation_100	3334
2854	relation_100	3345
2854	relation_100	6121
2855	relation_100	5762
2855	relation_100	230
2855	relation_100	5768
2855	relation_100	5767
2855	relation_100	5124
2855	relation_100	4992
2856	relation_100	5759
2856	relation_100	3093
2856	relation_100	5552
2856	relation_100	4167
2856	relation_100	89
2857	relation_100	4487
2857	relation_100	5759
2857	relation_100	4494
2857	relation_100	5922
2857	relation_100	4057
2857	relation_100	4525
2857	relation_100	89
2857	relation_100	232
2857	relation_100	4497
2857	relation_100	6125
2858	relation_100	4487
2858	relation_100	5759
2858	relation_100	3347
2858	relation_100	4492
2858	relation_100	4494
2858	relation_100	4019
2858	relation_100	5922
2858	relation_100	230
2858	relation_100	89
2858	relation_100	6483
