itemID	entityID
WRe4oML7oHFoIpY2	2696
pGMhzNzWZPbzPEWZ	5379
wtmB3ocrORsGv7sp	6528
Nv2BEWf0MnIblpGJ	2027
nMttUHxADG0pbtmY	5154
PRwc1LEq3D1oRrgr	2157
lU0m0JOKlp4UgwF9	4822
ViuRyG2a4GNutPa5	2645
qLUKpRY6sKQ7RhYc	5581
gYZ1abZG8scYKKZ3	4156
ESDmnzkyb2wIJktd	1276
SYJ0ymNxxbSYGV7j	2391
VZM1XTr8tbos0Wpb	2629
6FP4xD8VeXo7h3w6	615
jKI0Ch5y5WTJ963z	4590
Wqjens0ZW5B9mU4I	2735
94mc2xRWrrRji7Wu	873
nnxseBycfMNKt3jD	5223
97drm5mZVuk1HdEF	879
Rlq6DrtY1GSpq7w3	2336
95GdZLQ1TkXxqvvU	874
YFGbXh5vXPPdqjmH	2851
m5DQ5uG8dTvrTZfT	4949
NnZ9kml7taTCoHa9	2015
WXV6vHi2D9OvBnQ9	2707
Itw2JAUh52e6frOS	1649
oNKTZis6foo6Zpai	5298
VQFxs6OgZF3WSOiD	2611
O3DjEyWN3WoF35CR	2045
OE3TnxGVZ1VqBQlW	2055
h3ke69tOy5aNbJhA	4280
tmNm9OOiuntHNPhd	6164
qf07b3mB6dEoJr85	5605
MjCiNETRfueY3WOI	1930
gAv4yYWOuqz33vuh	4128
DAaCM4182UMGCDT0	1184
GAuA4g2TZ4WCQUFo	1416
GmaeSARulGnXbqpS	1472
CqsfUc1dRxyR0ezp	1162
qKuZv2redUkM0CKy	5579
8dcG2m2GyFqIgDtF	841
AbdyN9WgsimWMhvs	985
JLeXofZSr3p7tJ5P	1682
CvwWR3pyrNsaxUEd	1170
KtYzel6w3DtYp6pE	1794
rR2zAo1Bj6h3qThh	5669
1Tb1bInuc9BjLMer	161
jIK7gpp8OnoSSchH	4584
LneFv6y51ZqgZvFM	1863
xBATFJy13bez2h2N	6553
8y9TXZIJjfVC5U5N	864
CAr5UdDVvQqENxds	1109
N2BSfbgzUjT8q7R3	1955
OsbBdNdl2DRFKCnq	2104
QB52WI00CAy3Na4E	2209
4ACeMZl557qKottu	456
3jfPmDWKyjbRp4zT	410
rSzZKH85Vh1pBiay	5673
AV8exd33gKqQzt0p	980
ksf8sUf12hJVp4v3	4770
9VWa8NMpJVFdlYKC	910
jhtCxIUyCV2mNcI2	4631
kgaz3I9mqDN1sbFx	4733
UYLSXv1jtvxRxCRi	2547
c4OazGRIXZcPs4GY	3391
FAKbwxXjLQB9YMZ8	1324
hGyST498M7okiPoS	4296
pvmqx2t6np4uNMnj	5556
AVaZ1hloqQn8N6J7	981
Ni9UsnoWFzLatSbF	2009
R1AHf82toJCv44QT	2272
MkkR5nsU3OQTbBIf	1932
0DR3x5EsFztXPdEl	17
ICANFOkGsYg3c0Qd	1590
Si2wrGw592vjFt1H	2406
krUrWiJDJKfCbe4f	4764
pqe99ZoVQ63MTmSR	5502
ouzA3TIaK4yAIxp0	5363
AMynerCi7Q1fV33V	965
V6UNgp7xhob83ATX	2586
5aamq0ZDRIlBmrf6	564
Ve8bCvVvoq9RToi5	2634
bDmecyTaV0HUL74I	3186
gfvLF6c7hyTuyEQX	4186
6iiSfk5dDk9nCKVv	665
BNNaTSl1yhpmDqZK	1047
prJSPy0mnjoPOT8Q	5506
Ux9nKlmIo5eo5TDo	2578
tR1j7JGTtbg7SeO1	6086
ZjdTMK6s3t6riogP	2959
18nR6PPBXAq2O0FF	110
9S0S2tFGAjkBcUpr	907
l0gvH3rsrrMlEUA5	4790
1rDprGW46G1VxckS	196
12JWTIRTdCyIk5v3	100
VRaUoCR4d1gKWTPk	2613
IPjaaak7QPbxUcW2	1608
VbxdYdkWelYBAfEV	2632
gEY1syD3iPDBShlU	4131
GCpWUGlYvqsEyv0g	1421
JKZ9QL2Syl94IDfa	1681
ZgOdoRcBbu22wd7s	2953
pyXokf4LVkhlwihF	5562
w71EWQDpfLBpMAXl	6436
rr2Ey1klDKvw8iDe	5788
0h2qKn4QYied7Wc6	60
wRt1hEhinIKqvCYs	6460
FvZkZyFe9d0bIGlC	1388
Amlc4lQLCRsd9Q9A	1002
YDXCvFatirKVTawx	2850
DRV5MeEeWfpcNial	1202
fRrIhHRbewec0QCN	3959
pxGxVpS8c7ayDQq2	5560
JAtWnz9r4QhCYYtY	1671
zj73skxEAHXKlUeH	6753
DauCysHjtIT7l077	1215
paRr9I3ADg6L5zor	5403
RdsYjiPq2HTRkHUu	2326
nl0FNMri5kOV8YYu	5221
p4dOTGBjTexjgFxv	5370
VvUwpA8Yc9ZqbKH3	2665
7E1HAun5nkINOQct	706
6rYwUF4GtiN5SQU6	674
lAKASLn7O0jPgJ2d	4801
lVQiMv4DDJdiaLti	4824
8nd9a4n8C3H4aqNh	856
y9e5I8zTeFzsjRPS	6620
D5XjsntXmC5fEQub	1178
82yRDZXjDAtpDNWN	783
Orm7tl2X7hN0Zzv5	2102
pEBNjmfKTlwWQL7T	5376
Zn0Yqh5ARDzrCuqC	2964
MoPrQ6s3epVTuyWl	1937
dDiwF9ctvCCELTE4	3573
qRYDzQU6X8nNrbP1	5588
e2GO6tUUAQZmIbgd	3755
spOsjVajSCVQzmQZ	5974
494vQv17rghDDHy5	453
jwslXeoI0cVm14zd	4661
0UEpph7gJgLeMJfM	45
Z55vpaeviMhFuca6	2915
7UyogQcFbD2GQMbg	723
GXiTq9juR8czs2jb	1446
WsB0UvuJaSOcZZc1	2738
ZqE5LjmsqF2igDwb	2968
Tx5lLy6nFwAqvDdo	2500
Tg3jdFYty7UNSpuy	2478
RMbq7XtxkfKRZQNd	2299
dmEk2RcKRvLs8Tvc	3679
CFcGhYKUdDfQdol6	1117
5FYZTsCYCv5eIPnC	539
6Tp3igNNkyxzqcLA	642
k8SjPnUvhe8KV0OK	4683
KyOnh6eDY3Uhve0D	1801
RCE1DDv4hnsOA7NA	2285
iDENGUWnw5Z4wnuC	4434
lvoPDpXBpsRP1waX	4935
SdmT6j5bVGuSBQxv	2400
abZzP754MCd07x85	3028
ku1BzZRZuyFDBuzC	4773
nIUBCBXxmINIQ7i0	5148
wr23WBH5iJ7GKVNG	6521
QilG0BUamFqx7T7Z	2252
u2WasZLKFBb1rnGX	6232
IfBjhiJeROM5Jsmu	1633
2rwPXGVUYQPrmnQx	331
dhLk6TsovIf5kepd	3662
pRjV2I3koh2GmoAb	5392
KFfHkRsdiCGRw30Z	1751
UjWjxQLOZjpieu6p	2568
oNMVB63ROTbrulPJ	5299
SchvjjnD6G6Bvi5u	2398
dodo5WLTefoAjtG5	3686
rITRwBEjL2UDxl6d	5661
5QQuIGpRkmO0XYE3	548
DXMMpQ6Cy0mm5pVR	1209
1p81fwDoJOVZuiTN	192
b4rSMeGfk6mGTkKA	3175
NqEJfkjxXwbsKOfw	2020
oLK06A7mfIeEMNYy	5297
JngNLBEfE7O3Rpkc	1723
sbVVSka6WIwpmIIA	5873
PcQg2SxQ3q9ThbnX	2166
2hbjjuRgRlpAsU5V	314
XOX7ROW7ZRufUOGW	2781
z6g5F2bslCMS04r6	6707
y7okRvhN1kUpaMkc	6617
kf7JRFRjbg4CVAsI	4731
GmWvR7pX1bzQfMdi	1471
Ro9aqTmrmHL8Sd3D	2337
pRttBJdjMZHDHS0f	5394
G8Y8CnvC555yl79o	1412
iHXWyoVFzfidDRmf	4443
ulc3WOr4wGCj9Wmx	6295
BOgXa2T9jlKb0sPa	1050
MT47FUilMkzXx8YF	1912
qQfzeTtnk27BHGbi	5586
N3rh9mkjgED8EPaN	1958
bHGFSwzED9X2mDuZ	3196
lATU4gAst5kEEeXl	4802
tzxTJugY3lsx6Om7	6223
dLI78THA9SOT7C6i	3587
ErXapE3dFJJRsYje	1300
9PsXNjaJ265CyIbD	905
AH8sHPSLRdaIHzhX	958
5qj5CgNVHceMtLAk	590
zmiptqDAwWBWwT0m	6760
feXDLm97bpYUEAUd	4002
UHeJybo0i6V9LOKn	2524
Sw0ZQeH0uTPGtsoH	2419
tmsRaK7nxkYvIfUq	6167
XFNoM6ZADlgM5Ly5	2767
tqtPwybDdtFoZlpd	6179
0kVwrSnB7S0m23hq	64
J4mcA88lOPVC6EWo	1664
uwCu1t9SHXlahETo	6322
CQ7svoTRkDBNgSbH	1131
Mc209DEzcSL5KEDa	1925
uBylXM90JTMHBdgX	6243
4ziuG1GSgThfluGE	518
IZFOx8pO4XhSDcsk	1624
9BTf9TIcGpBqVs3L	884
Lxe1MMQ7Kz4jQLzV	1873
tWiG5nPZ3q7F4p1e	6095
y9ffMY2ajzA6ehgR	6621
W3Wu5h0IURY1t1zc	2670
WXUmulYdrJUROJjD	2706
hYDBUkFGT8axnXGa	4318
8EPiS5MyKBz4MlXm	802
fGjybpdJsQWbPfls	3945
2OinbnB1uk7dChpX	288
CXW2Tu7c9dFsDIHH	1141
oIoxmDi7Fqx7z8Bx	5292
tweBsgIGgDRrM5QN	6214
NO4Thpjh9ru9muJl	1982
jyMudL0rTgO4ecto	4662
jkUehGoRdcJV5KkU	4632
lhFBdGXSrgWsT6Sh	4865
rC4B4GKpa0SlSbrs	5650
3OMUw5PgP2Nm061P	381
zZeJPGnlPP4hYAMP	6739
NoKlPOXqOPPcPRsG	2017
v9Ro1RBns0pEfssI	6338
winIfifYwaMWorLD	6501
y33F3gjubszoaFRF	6612
gelbSAYru6Ockmiv	4174
LHDlFNBaI9Qxx0m6	1825
4P5gROUkifwJglaJ	479
klYONk40BBIzoemT	4745
Wqjn0bAT0QTG09Pp	2736
6c3er9u7Ipobw1R3	654
AgQF48VDloXS5TPS	990
bCb1GFKnSDDm6yA5	3185
tKRr3glvRx2njP5v	6076
XylVqLwvnAS5Ri7V	2833
tel13god7HOPmmvC	6126
MNqSlXOkfCVoZuZp	1904
Z3eb6lWkh21kNbJu	2911
RU57UskSfoKQUFAq	2313
DGfMtOfDUD1Yv8zE	1193
KS3sxb1egfzHtk8i	1768
fllMDVf3SGgRx095	4040
KBVpvGXA92C0SVWD	1744
tq11PhWt9IiJnD0Q	6175
eZAoiz5cTEoNJAgR	3805
Fv4gdSE08cg9KTQs	1387
XspOY1uDjDph8fJb	2822
RCX35CrDHWgyjVzm	2286
HV8zQOxu6URYKmWi	1542
VifIUu9Lgm0W2YaC	2644
ysndm1VKbNyMlaQg	6685
o3KBlPbmT7oPY4qp	5273
lezdEJnC1Oe2qGuP	4862
rRQZNuoiqu2JExGJ	5670
tsj3uJ9GyHVk8SyJ	6204
9ZQ6q6BOoBiZequa	913
0k1CvWDo6EsWFNJA	63
Ysn0T4oTAf4zBGdi	2895
Y213uQ0Zfy98Bqwr	2836
ubgh0xX9rtuvnfkW	6272
u40m2AnH9FMM3bfJ	6234
aBDj58AFKFT1cBaf	2993
6knr17cnXPBrhwaO	667
7qfWn0FldEQ5A18N	754
G6ziMTbLzS9gVzoA	1408
NPS3FZPBHtDzvGFE	1985
2yezn8DHcaF6JxSP	345
vJAJnmPjwfiFUs60	6353
SfpTRUz3LCr1Hiaq	2402
CPhgCR6vwTcuRAPa	1129
7VfT6P2hRLstouKf	724
DzW10pPaeDyRnSqh	1244
TFPEyhunWisJ5BB8	2443
AQskkgQClEynwo5r	974
hhKKbsoOu7geSx8O	4357
iEzeA1dJEwCYT0bE	4438
PZaQbFxRKG0Gkssm	2163
bGEGr7f8EfBgQZvx	3193
69Cmp3kWg20Gp48Z	608
h3As1QL6fXFt5kfc	4278
TcoywCgdh0OaDkOo	2472
4ScJnVHTVBKGPyru	483
pMO0PMhNjJT5DyoO	5389
1c0qoBueLYugXqQq	173
TNkZ4twaTnxo6cxb	2454
MzdRliPkcseDAw18	1952
QBbCAKVDz4e7JI2e	2211
Pgi8eWpLS61zbBTM	2171
r09yTLCgCYuKogob	5637
sfMjiEtyKUm4rVnK	5898
L9keqA7p8gNZlWgx	1814
TEvQJ8Sjb7hZ60n5	2441
zaKQdK1dV0KmWICf	6740
zaPcKZf7PdUwXkIF	6741
nLz7XHK7Gev6ex9U	5151
GZRYkO4CETveU4T0	1450
RKsryYl1tChci3tY	2294
gORK8opsP3nhX6gn	4141
aBXkmWMKK4L6oUXf	2994
v0QFaEpgoO9Oo1ZF	6326
vsQF2aiyQyturO0R	6413
WoR6nGuLdYJcW04X	2732
ky6ykVes6OIidi7O	4782
DaLUBcpnMX7OFn8S	1213
phjRir4rr7F8ecLs	5429
bxlsXBDPAGcBp7jN	3376
EbkL1Ih1QoK3hLK0	1290
VfPCFVhx940Qoycq	2636
eVxB87whPMfYnDMh	3801
YfXHDe4p3hHMrp2L	2882
0rplhtI8mUMSa59h	75
wtA6sqIGKHuXA4UD	6526
L1S8b1cHyqawhFPZ	1805
idlUqSOYMsT9NPcH	4466
oGZN4ktp6E1xba0W	5290
4QN59ZGxaxSLgTt6	480
PmybuO5TsGds5bVu	2182
mo9pGP3bFjNMSFT3	5079
GMFhJxqHG0Zp2G2l	1435
qSbavDMfj1l3V5Kl	5590
724y8wpKLsOT2M29	692
GfggbY5zogEfYShu	1463
GhiNVOwP6DycR97W	1465
7otYKvdR8ZQLl6Zk	751
FWgXRYPCyR0JW0Sb	1351
GVyOXZMK7NtsjN3Y	1441
27x13dpSIs6qwHqu	268
YfY9R2PQofXhN8kD	2883
6fbyzv51lt4DVExB	659
Mxx0nVi3JWYLlBvH	1948
qJBVhze5CTPPdNia	5577
v4TJZUGR7zUTsb9H	6330
zReuK4cIvWSAPo92	6727
LRbsVhEs5gk6lBcn	1840
tXWD0vd37Ik71jx5	6098
QmlpwBTM2gueAzbp	2256
mYpdQLPblelnHhHS	4989
ph1phpJYMDagVogR	5427
5yLM3TigFEJx91S1	596
InOcgWeKSGFJWdx8	1644
rjlIXLDpODnjET3a	5749
OFf3Hkbjo1hl6JWr	2058
JNrnYKIIKk4QqK2I	1686
OcfBOaJ7jHdYTwdc	2084
XJG1Pzzo1IVpWG7k	2776
sQ3eJwrkj2ByRh3p	5844
tVtaJ8mpjPULpi5M	6092
tfwF9bHrDiTBrbS0	6131
EOci4vB3FPWiuRmT	1269
Or0vDR16G0h5cnVz	2099
fhaMnihxFuNjiSFB	4024
271USGxw4UuxLQh4	267
Q3dHaYbJvJqADyO0	2196
WLpbb2CLzUa2J6CV	2690
N7XykLDBRw7Spa1F	1965
373FTmXmB8JdNHwz	362
01Yfj2T3YTwJ1Yfy	6
e01KuG5PdQAE80Sm	3752
EhjB8LkDGIRjr7OK	1293
EG3TC2fuGo2tvYaW	1262
21Cy6UsncWgRGnuJ	256
m81eApMW23kU4EbG	4952
piL4CACmdsLyuyDo	5430
vHDPdLaLlkyZlNUR	6349
6RatnqsMZ1fhyMOd	636
2n4m11Kt2awS0A9q	322
CJnQ6eUDUHDNX72t	1120
2btvaaxMyGuMNTxy	307
CXiVXWHz8rCJgj1z	1142
9k1CqphM2bVjNWOQ	926
eb85LHYRdqsQcUMx	3811
2AftLTtfpsHexjJQ	270
mspGcf5FlBDoALfG	5104
R5y0cHSrk9pFZTvt	2276
AjBz5s9Pow6397rb	995
HblotIUwUnAVJZRN	1550
2lCOUntuIBqecn4g	319
tLBumXZ8YiGhyY7y	6077
j7ERNoOnl47fcIr7	4570
sUHC8Pi3IiyErONV	5846
AzcjNzJbZasyfLFL	1019
ob3rJvNvmxEBUgrM	5314
aZmMmvavsCSdRyZ0	3025
IZaVz3iHgv1eZdEO	1626
U5GGRWinzairhz6i	2512
OjoNE0chN226OZnI	2090
N6W1jqCJaPO4eSpP	1962
l8oQyUD6SlY37CwY	4799
mUeViRoXLFnFM6lS	4985
qvugdPtgOF8DbSjx	5627
xSKeyX85mgNLVhmi	6572
J5AE6qZiAwUBwBxH	1665
FtnuMT1DlevSR2n5	1384
TPyMvaeUS5Gugqn6	2456
rJZHW0CqgJfx7raC	5662
X7rM7hPwk9xzVXy1	2756
JPD3nXUFTrLBy83V	1690
0KB2oDGnVPe4ILIQ	30
eM8K5aCWgfvVINF7	3786
vH4nGG6VaNVXeMvc	6348
F2wWkmWDYNsL5OaF	1312
g5XpNHL8tLa0BYI0	4125
Q0qyEOviJeai3Ht0	2195
Im3k01JvjVbR8ueV	1643
0xyIUMyskooSg8nG	79
VM5rIKa4SRQXoiq8	2608
VhZivBtS5v0WO0rf	2641
67zrYvQSMe5eK96X	605
7CWCLgmOANG10fjw	702
BAC00LFqwO3odROf	1032
PFleWhdvlutsFq4t	2134
ehBjhZuKRU6eN94o	3828
eRkxqqkYpyyLLqNA	3796
6gaYKrebCBpm3lJF	663
JpKycK1y27BHTv5d	1725
XAc1fcampOSCOMwF	2761
xrrlUol0pAivCsah	6590
8kBo3zu2GBnNfMEu	851
jHA8o5R4YQZYGi4m	4580
NTsVQsTWhtDPIrxw	1989
7Aph5a0xkADGa11l	701
ZTYUmJMbr0MIPsQY	2937
JgaBTqZhnj7Wm0P6	1713
2Pw2YaoPJkuYR6kZ	289
S9wp8rb3fojOFKEA	2365
xWvTC6GiXBYQaJs7	6577
pZz6dtuvqfDzTw4L	5402
fay1EXMAla6qcr5w	3997
gFID15JDQNEthZOv	4133
IeII6P16K602w3NY	1631
c3l3xnMTcZOARgWh	3388
wRAKQdWbkBkuZyfF	6458
CfxquIGyNyNtxJNR	1153
LUkzU1ty53eEVe2O	1843
yH1uEvX33SQfGcx7	6630
RjOVnVuXkPbTOJmD	2332
GKzoFJ0cpO3jAofv	1433
ebozV6WLdhQfrjBo	3814
sXPDv86u71ODEgrv	5850
XIMEXK6ulQLjG9d2	2772
3hliWNF2ar7T24FR	407
wUJCoog62zHb3UwO	6464
BmekjnciMh5mGvay	1078
YW1ZuVsN69St6McN	2871
TurYrtIXHoLe4bSf	2496
15oQvCP96HHSz0XJ	106
HwBRsPzZhvXXcLj2	1573
6QkY4lv8nsgaFonn	635
PjnLYVWXPGEOv7V4	2178
H8XQNgGU44rJIYDx	1508
fjuiqGblFP7jKDIb	4038
u0ztR7lk715Qnw7W	6225
4UNFpay8NqncDwcq	484
m8K0uSdrqvoB76nA	4953
8WWlmuIic1hYhN1u	828
CYdHrESOLmlQjJ1F	1146
78vsAA2rtnAFZ9xs	699
avn5MnjEnwtwJ8o5	3158
gFq5adBjTe0rUmvT	4135
3qWAYFliGC5KOUN7	415
07A8gIjr1oCpQQQL	14
639ytiX7sK6FFmWT	603
aI4XxLnBxsts6BBB	3002
hDw5BaauuicXr8p7	4292
YUza8RMYq3MadESX	2868
rB11jsVNQnLTJD6K	5647
ufEKaFlJdGJwsMRq	6278
VKFoHDjhj7vz3YfY	2604
95L7QnSvOtAz4hO7	876
t61gRUmCesgyaG6K	6063
pXcoG0iFfyJQKLwC	5399
MSsSZSiFyLNxaZO4	1911
hF82YO6V2KkxdY7z	4294
izmXfuhagNs5RXhY	4549
m60Kd8auCKzT7woV	4950
zwih10kUmIQmFEvf	6773
y6ApMyJSh0VgbA91	6615
Ff4d0TmBYJD9fRjT	1365
rPQZAnxiShJy3cVa	5667
QDm5xGGNEC4B93ku	2217
KU9HhQbm6q1RAVZ8	1771
bHi74InFZi61uCz2	3199
2LUnRZfz6q7ejLyp	286
XIBmCrLVOOpESgwQ	2771
sM2qNDUr9OgABxlT	5834
mCdsR6LfyWuEd8lj	4959
buL8XwkXo77c2rgc	3364
zlmqo8HWxP9GytWy	6758
Tm38nJdQoxfnQatS	2489
7QeHkjhIe3HrVam4	717
hiZOnY63Q67hWHMU	4363
mNaQoQhY2BLNPTdM	4978
mW5cos9elDlGa1Yb	4987
PAn0j2tVvxXbrGqR	2126
rSae2l34QBI6Ryqa	5672
vxVZKu9elLd8I1Wo	6418
JFXtfCuHFAQZgqIW	1676
0yT3jx96TnZ8ZMDj	80
2dB1K5u7wBvb22ji	308
DiGxMKulgv7EFris	1223
CaclPPyxVt4zhwZ5	1149
TpzZYQSmwjioVNgJ	2490
29oADILKxhOHvgvQ	269
yAyvUeaeMHLrgRVI	6624
kCjoZhap3XdiCWsC	4694
pnzKiHhK1MBrE6ek	5448
M3AtyZ9SdJ48inqo	1878
U2oXxVJ8us5Yp1K0	2509
v5MqpzJlzLHBDPTe	6332
f0X9SbOVddHB2JeL	3920
rbLmBAKv6XJSoQxn	5709
8bszppQI825TaVji	837
QQVududrfSwiZ6Aq	2228
YiZfDKZQPiOk9PNQ	2886
Q4Ayt1ABonsl7NXm	2198
zJ7H1exXIIpy29BZ	6716
tDCiW1rtptQQxv6w	6068
RxEybZAA2pGqkIoy	2354
f8JvPDEHBuxqzIc9	3932
vMIexSFSxwRD5JGs	6357
JP6T1EGCfXwS6qHA	1689
81C0BtyyrlnHYDAC	781
7RYXpBeJE0jgKoIw	719
1LLN8bYGc3d8ZZ1H	143
CkodtIQLOLJJDI9f	1157
ct7bVVlVkBhAFLYM	3538
nHVxz0DHcl07IOrC	5147
6OIEwjMeNEuMqfKa	629
b4vekJ8EERtM18IV	3176
yyU5hZp1Tih04NGy	6696
PGqmHP2hHi3eLbsl	2140
xz9wn45wz2eQUNed	6603
TuWoYGBPUiuAVH3I	2494
cxhOUDdhOMKV5WP0	3548
4i9YfK4vAvBf6EtA	499
i3UnKgowtof5dQBK	4423
2ooQh9lqQnT8P6bS	327
pLTkX5bp80zrLeYF	5387
4bYabmgolJPDYIRa	494
YorqqnSqPpeLt4n0	2892
dLDFtW8U2pTHfXHJ	3586
6uujs4kLb5pLCHDH	678
9upCuc7pIWwpxxPU	936
9mZ2mNJoOATYKpn6	929
HtX2BBTCpPQspNlw	1570
e2KFUcizqLnGSPcy	3756
OafZ4Xr9UbtMKQTU	2081
fCeljzhE0nE1PrgK	3939
tuVuevSruBl6Qxko	6208
FZbZFjImGH1ahCrd	1357
0SeDKeYWE9enzz8Q	42
9dPc5sl24xAxpJcO	918
O3kzVylQuHZZQ37D	2048
zsKr7YjZT1jEReIH	6767
L8jmBbXXQxBuIOlj	1813
4OQKWOGO3FfWXvHs	477
QWrNdS3RGD3OsBAR	2236
EHpJIMC6ndeNIUjO	1265
RttK2ruJO1pCJ7wb	2347
UermGBLy4Sg8o0As	2558
8TiWIAssqYUkwC03	822
MY6h9v0RxQEDqrP4	1919
eF1WIqeFYSW5CjlB	3774
LK6e9HIhPGevNoxV	1828
h3OlGoEmRfMhVzPm	4279
HifXGMQQEuYQXu96	1559
MIE9WT9XcQBtQQcR	1894
aQ9sfIdAdxmhE6os	3011
7IDwzE2WxkRW3ETL	708
2VHwr5rv3Lhf81w9	299
xwy81JWBlt2DtL2W	6599
bQbvk9An2cuEeuTv	3206
iPp9PHatFjWYr77A	4451
TAqn2zDGMy9ME8Oh	2433
tgdISwNa8xbADCBp	6132
JjqaO9VLku4lFxnB	1718
OG27J86mlmZgBeWO	2060
Lvg8N7k2ozJaFZwq	1872
77c9huUPQxL6Uaei	697
JpaZejlLP4hXMIBi	1727
YRFrAPumSSMf3v5z	2862
n76jFfoCtgmPuPEB	5135
HRwHYkSg8PWSE0lR	1535
p6plmzUy9hFQltta	5372
XIUL4G3bkAzWESvh	2774
ML99D2ZFB3CCd7r5	1900
7pmlbcQzzSvtBkvN	753
4iaTgQisCXzHilXK	500
5o36Oo1V2vrYof4o	588
BRT3Xamcitwly4w6	1053
EM0rr4MpF31914MR	1267
FsyVZ1BqSRLKqZUG	1383
OglSKt8bIz0IpUVS	2087
eAZiiI0NXZdQf7MX	3766
j80p1RqxuW7bpXBX	4571
YQmKHbVTwTfQ1HM2	2861
sXa0G6U9VvtQ1nfe	5851
D2of0ozFAjVJ5GX2	1175
qA2y6W78MYPm9KQ3	5570
CT1UbaiMg15kpsUC	1134
B8XMxNvoZwY9ngly	1028
avQ541MhdrcpJXR6	3150
mGIp5YTOz1nPJ8FA	4966
CuOJN8iBeNwx8Ssc	1167
tjXKvVPfUaOsda33	6161
hRSRbafZ63NdgD5a	4306
8JisP1L8ktIE6Eg1	813
1PJMQl1maBvOGwlj	152
c6iJvTugRHQsxXCm	3394
XnGO4rKoXEW3t3KU	2813
QICd0Os8QLjKn0Rq	2221
Cb0n4r0f1TKfiKkr	1151
xFpy7tuJ5duB3X9w	6560
DxtKdRnLomcJWMtB	1242
1Mkmb5wq3MT9KIvl	145
20cdP99c3yuvhp7I	253
OEDsUSjuHpsE5rZL	2057
GZyJDPQxTuegLKHG	1451
Bazvs0LCxtQVDVmU	1064
CSIbj9sL20NM7cNi	1133
QRP9TXmoIOw62vaL	2229
hBbrmjEHu20In13C	4290
WWAJxRrP6zFRGsWA	2703
hhiNhKQVsQLsJ3Hy	4358
jO5fxfHdhvQxboe7	4593
k3fIF5XsWbLhdgcu	4676
kk3qMN31v0OCnApS	4741
yyRkQuy5MA3BsF43	6695
TYaeLnRQ25qHF4vQ	2467
i8z4oUbeweACEjdM	4428
jdxY6C2I3wrk2Lii	4624
npD2Ir6M168oJFCw	5244
t77yoUyqDJ4IBEta	6064
GzI2EaDUtKorQ4zk	1496
YkfxTMmU5Ann2bc7	2889
uzrSwpoBRutkp952	6325
OZTwc3mgdd3DDn24	2080
Nia1LzopIDdpp9Xs	2010
wz7YlMyzub0MgYzR	6534
CDuj5cZUPIjVSMaW	1114
WmEKocdEjwJAQVVg	2728
kAdxaz729XsePg7D	4689
me1UqrB2yAsNFEYx	5021
v3IhMi29Z2pGWyk6	6329
Z2kulRBku7T4lemR	2909
KbLKtDQJupHTn7lw	1779
Gf0iOkzDHeYJ9huy	1460
swSDbmARZNL0tibz	6026
auuwqpVCU2VZxfEt	3147
eWIf2a4Cuo0LtXzX	3802
HiK9h38UPCzAAFIR	1558
EQyTccqtz5Y0HxOU	1274
fd2WN4iVgIuz9f1w	4001
5VeUWjyDEkP6BIKK	553
Uv3Rx3iuUKkKVP9R	2573
grTUksWFGDYCA1Pq	4238
b02WfBcIirsAlE41	3167
XPXRvOcEuR1OyWFh	2783
cFLg2cdy13wFgfGC	3401
iEUI4toBjkJU2zaF	4437
7sto51qMdGdity2A	758
bu3fY6X2N1TBDqcj	3363
fSZQDljgENVUxOYj	3960
ost5WwHhojQYkCoV	5355
xatRPnXFZrXs5rKI	6580
8A9avfdDckjTHlVM	795
H5Wee4Mqz8hHRYUs	1503
KD4COqutDsGKiPBH	1745
cW5eHaLFzJtKdWuP	3423
ZkDR44cNDY2M5Rhq	2960
mTZnm0gBJmeRFyfS	4983
9PRiPcigmrklgaSZ	903
Mqkz8LeNktM7lqFE	1940
kFQspKQhZcFLVsoV	4696
5f7yywGTA6EucZE9	572
APgz4927dGFIRcYM	969
tSgGdR5fSA3UOD9T	6088
GtGPIsFw0UyPp74j	1487
96OiJ00Yzwojj4GD	878
HudESWix1ROwrslr	1572
evDxqYhnAB2O5c3Q	3900
yydHsobO3zbVjAFs	6697
vzd0iaf05QC1Tt8O	6425
zqCGqGWhELffXmS3	6764
qUbKjC17TpHOFZkJ	5591
Akdz6ekUC7TN3Vgd	998
VVmGTq2rlNla7Lz4	2620
COjIDJ9dFBQyYSRR	1127
zwFd30hkQWPPGGby	6772
XceAEQtoyWL8Tjn2	2797
XMcdj5Lu05OrBoLD	2778
Ty6OgF440UYuAJbI	2502
VbpBPo3Xi9mVDykP	2631
bAWYl4RVDcjjRRxx	3181
XQcqNi83nzK1jveu	2785
zYrerTJR0UmqDASM	6735
WmLPipoEE3ByBlmE	2729
JSaX8fVllx7DBjp6	1698
jJ3RkjQHgkn4ratL	4585
KQaQL8CEphJZql4I	1765
1Rmk17EIlqK4EqET	156
1nHFhWGYacQQmtz2	186
Uwv1gXYSFTCwWESd	2577
OmFQ4kDvRXbalV6F	2094
nPiLcIRM700kTn9i	5155
XC0URn6GKfKRk3gf	2762
fC5oMlzXE7Bju7Zh	3936
KcxuJXt6azxaHgjO	1782
SNYchEluaKneUcl5	2379
hO8KZadd37HxJQNP	4303
A2Sjds83oq6NW2D4	944
6FTUoF6l1nzFi4pn	616
GBqD62c0yn4iZb7u	1418
